attributed_node_id,transaction_date,transaction_type,transaction_level,channel_code,sku_code,outlet_code,bill_ref,gross_amount,discount_amount,tax_amount,net_amount,quantity,uom,source,external_ref
212221,2026-07-16,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-A0024,1620,81,194,1539,8,unit,manual_entry,DUMMY-A0024
212221,2026-07-02,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0025,1740,87,209,1653,9,unit,manual_entry,DUMMY-A0025
212221,2026-07-09,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0026,1740,87,209,1653,9,unit,manual_entry,DUMMY-A0026
212221,2026-07-16,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0027,1740,87,209,1653,9,unit,manual_entry,DUMMY-A0027
212218,2026-07-02,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-A0028,1850,92,222,1758,8,unit,manual_entry,DUMMY-A0028
212218,2026-07-09,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-A0029,1850,92,222,1758,8,unit,manual_entry,DUMMY-A0029
212218,2026-07-16,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-A0030,1850,92,222,1758,8,unit,manual_entry,DUMMY-A0030
212218,2026-07-02,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-A0031,1970,98,236,1872,9,unit,manual_entry,DUMMY-A0031
212218,2026-07-09,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-A0032,1970,98,236,1872,9,unit,manual_entry,DUMMY-A0032
212218,2026-07-16,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-A0033,1970,98,236,1872,9,unit,manual_entry,DUMMY-A0033
212218,2026-07-02,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0034,2090,104,251,1986,10,unit,manual_entry,DUMMY-A0034
212218,2026-07-09,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0035,2090,104,251,1986,10,unit,manual_entry,DUMMY-A0035
212218,2026-07-16,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0036,2090,104,251,1986,10,unit,manual_entry,DUMMY-A0036
212219,2026-07-02,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-A0037,2200,110,264,2090,9,unit,manual_entry,DUMMY-A0037
212219,2026-07-09,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-A0038,2200,110,264,2090,9,unit,manual_entry,DUMMY-A0038
212219,2026-07-16,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-A0039,2200,110,264,2090,9,unit,manual_entry,DUMMY-A0039
212219,2026-07-02,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-A0040,2320,116,278,2204,10,unit,manual_entry,DUMMY-A0040
212219,2026-07-09,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-A0041,2320,116,278,2204,10,unit,manual_entry,DUMMY-A0041
212219,2026-07-16,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-A0042,2320,116,278,2204,10,unit,manual_entry,DUMMY-A0042
212219,2026-07-02,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0043,2440,122,293,2318,11,unit,manual_entry,DUMMY-A0043
212219,2026-07-09,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0044,2440,122,293,2318,11,unit,manual_entry,DUMMY-A0044
212219,2026-07-16,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0045,2440,122,293,2318,11,unit,manual_entry,DUMMY-A0045
212220,2026-07-02,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-A0046,2550,128,306,2422,10,unit,manual_entry,DUMMY-A0046
212220,2026-07-09,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-A0047,2550,128,306,2422,10,unit,manual_entry,DUMMY-A0047
212220,2026-07-16,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-A0048,2550,128,306,2422,10,unit,manual_entry,DUMMY-A0048
212220,2026-07-02,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-A0049,2670,134,320,2536,11,unit,manual_entry,DUMMY-A0049
212220,2026-07-09,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-A0050,2670,134,320,2536,11,unit,manual_entry,DUMMY-A0050
212220,2026-07-16,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-A0051,2670,134,320,2536,11,unit,manual_entry,DUMMY-A0051
212220,2026-07-02,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0052,2790,140,335,2650,12,unit,manual_entry,DUMMY-A0052
212220,2026-07-09,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0053,2790,140,335,2650,12,unit,manual_entry,DUMMY-A0053
212220,2026-07-16,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-A0054,2790,140,335,2650,12,unit,manual_entry,DUMMY-A0054
212231,2026-07-10,sale,secondary,GT,ENO-REG-5G,HAL_GT_BLR_KM-OUT1,DUMMY-BILL-A0055,800,40,96,760,5,unit,manual_entry,DUMMY-A0055
212232,2026-07-10,sale,secondary,GT,ENO-REG-5G,HAL_GT_BLR_WF-OUT1,DUMMY-BILL-A0056,1150,58,138,1092,6,unit,manual_entry,DUMMY-A0056
212227,2026-07-10,sale,secondary,GT,ENO-REG-5G,HAL_GT_DL_KB-OUT1,DUMMY-BILL-A0057,1500,75,180,1425,7,unit,manual_entry,DUMMY-A0057
212228,2026-07-10,sale,secondary,GT,ENO-REG-5G,HAL_GT_DL_KB-OUT2,DUMMY-BILL-A0058,1850,92,222,1758,8,unit,manual_entry,DUMMY-A0058
212229,2026-07-10,sale,secondary,GT,ENO-REG-5G,HAL_GT_DL_LN-OUT1,DUMMY-BILL-A0059,2200,110,264,2090,9,unit,manual_entry,DUMMY-A0059
212230,2026-07-10,sale,secondary,GT,ENO-REG-5G,HAL_GT_DL_RH-OUT1,DUMMY-BILL-A0060,2550,128,306,2422,10,unit,manual_entry,DUMMY-A0060
212224,2026-07-15,return,secondary,GT,ENO-REG-5G,,DUMMY-BILL-A0061,1150,58,138,1092,6,unit,manual_entry,DUMMY-A0061
