attributed_node_id,transaction_date,transaction_type,transaction_level,channel_code,sku_code,outlet_code,bill_ref,gross_amount,discount_amount,tax_amount,net_amount,quantity,uom,source,external_ref
212225,2026-08-03,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0021,1270,64,152,1206,7,unit,manual_entry,DUMMY-G0021
212225,2026-08-10,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0022,1270,64,152,1206,7,unit,manual_entry,DUMMY-G0022
212225,2026-08-18,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0023,1270,64,152,1206,7,unit,manual_entry,DUMMY-G0023
212225,2026-08-25,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0024,1270,64,152,1206,7,unit,manual_entry,DUMMY-G0024
212225,2026-08-03,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0025,1390,70,167,1320,8,unit,manual_entry,DUMMY-G0025
212225,2026-08-10,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0026,1390,70,167,1320,8,unit,manual_entry,DUMMY-G0026
212225,2026-08-18,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0027,1390,70,167,1320,8,unit,manual_entry,DUMMY-G0027
212225,2026-08-25,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0028,1390,70,167,1320,8,unit,manual_entry,DUMMY-G0028
212225,2026-08-03,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0029,1510,76,181,1434,9,unit,manual_entry,DUMMY-G0029
212225,2026-08-10,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0030,1510,76,181,1434,9,unit,manual_entry,DUMMY-G0030
212225,2026-08-18,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0031,1510,76,181,1434,9,unit,manual_entry,DUMMY-G0031
212225,2026-08-25,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0032,1510,76,181,1434,9,unit,manual_entry,DUMMY-G0032
212221,2026-08-03,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0033,1500,75,180,1425,7,unit,manual_entry,DUMMY-G0033
212221,2026-08-10,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0034,1500,75,180,1425,7,unit,manual_entry,DUMMY-G0034
212221,2026-08-18,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0035,1500,75,180,1425,7,unit,manual_entry,DUMMY-G0035
212221,2026-08-25,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0036,1500,75,180,1425,7,unit,manual_entry,DUMMY-G0036
212221,2026-08-03,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0037,1620,81,194,1539,8,unit,manual_entry,DUMMY-G0037
212221,2026-08-10,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0038,1620,81,194,1539,8,unit,manual_entry,DUMMY-G0038
212221,2026-08-18,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0039,1620,81,194,1539,8,unit,manual_entry,DUMMY-G0039
212221,2026-08-25,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0040,1620,81,194,1539,8,unit,manual_entry,DUMMY-G0040
212221,2026-08-03,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0041,1740,87,209,1653,9,unit,manual_entry,DUMMY-G0041
212221,2026-08-10,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0042,1740,87,209,1653,9,unit,manual_entry,DUMMY-G0042
212221,2026-08-18,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0043,1740,87,209,1653,9,unit,manual_entry,DUMMY-G0043
212221,2026-08-25,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0044,1740,87,209,1653,9,unit,manual_entry,DUMMY-G0044
212221,2026-08-03,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0045,1860,93,223,1767,10,unit,manual_entry,DUMMY-G0045
212221,2026-08-10,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0046,1860,93,223,1767,10,unit,manual_entry,DUMMY-G0046
212221,2026-08-18,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0047,1860,93,223,1767,10,unit,manual_entry,DUMMY-G0047
212221,2026-08-25,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0048,1860,93,223,1767,10,unit,manual_entry,DUMMY-G0048
212218,2026-08-03,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0049,1850,92,222,1758,8,unit,manual_entry,DUMMY-G0049
212218,2026-08-10,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0050,1850,92,222,1758,8,unit,manual_entry,DUMMY-G0050
212218,2026-08-18,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0051,1850,92,222,1758,8,unit,manual_entry,DUMMY-G0051
212218,2026-08-25,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0052,1850,92,222,1758,8,unit,manual_entry,DUMMY-G0052
212218,2026-08-03,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0053,1970,98,236,1872,9,unit,manual_entry,DUMMY-G0053
212218,2026-08-10,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0054,1970,98,236,1872,9,unit,manual_entry,DUMMY-G0054
212218,2026-08-18,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0055,1970,98,236,1872,9,unit,manual_entry,DUMMY-G0055
212218,2026-08-25,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0056,1970,98,236,1872,9,unit,manual_entry,DUMMY-G0056
212218,2026-08-03,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0057,2090,104,251,1986,10,unit,manual_entry,DUMMY-G0057
212218,2026-08-10,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0058,2090,104,251,1986,10,unit,manual_entry,DUMMY-G0058
212218,2026-08-18,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0059,2090,104,251,1986,10,unit,manual_entry,DUMMY-G0059
212218,2026-08-25,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0060,2090,104,251,1986,10,unit,manual_entry,DUMMY-G0060
212218,2026-08-03,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0061,2210,110,265,2100,11,unit,manual_entry,DUMMY-G0061
212218,2026-08-10,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0062,2210,110,265,2100,11,unit,manual_entry,DUMMY-G0062
212218,2026-08-18,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0063,2210,110,265,2100,11,unit,manual_entry,DUMMY-G0063
212218,2026-08-25,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0064,2210,110,265,2100,11,unit,manual_entry,DUMMY-G0064
212219,2026-08-03,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0065,2200,110,264,2090,9,unit,manual_entry,DUMMY-G0065
212219,2026-08-10,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0066,2200,110,264,2090,9,unit,manual_entry,DUMMY-G0066
212219,2026-08-18,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0067,2200,110,264,2090,9,unit,manual_entry,DUMMY-G0067
212219,2026-08-25,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0068,2200,110,264,2090,9,unit,manual_entry,DUMMY-G0068
212219,2026-08-03,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0069,2320,116,278,2204,10,unit,manual_entry,DUMMY-G0069
212219,2026-08-10,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0070,2320,116,278,2204,10,unit,manual_entry,DUMMY-G0070
212219,2026-08-18,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0071,2320,116,278,2204,10,unit,manual_entry,DUMMY-G0071
212219,2026-08-25,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0072,2320,116,278,2204,10,unit,manual_entry,DUMMY-G0072
212219,2026-08-03,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0073,2440,122,293,2318,11,unit,manual_entry,DUMMY-G0073
212219,2026-08-10,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0074,2440,122,293,2318,11,unit,manual_entry,DUMMY-G0074
212219,2026-08-18,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0075,2440,122,293,2318,11,unit,manual_entry,DUMMY-G0075
212219,2026-08-25,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0076,2440,122,293,2318,11,unit,manual_entry,DUMMY-G0076
212219,2026-08-03,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0077,2560,128,307,2432,12,unit,manual_entry,DUMMY-G0077
212219,2026-08-10,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0078,2560,128,307,2432,12,unit,manual_entry,DUMMY-G0078
212219,2026-08-18,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0079,2560,128,307,2432,12,unit,manual_entry,DUMMY-G0079
212219,2026-08-25,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0080,2560,128,307,2432,12,unit,manual_entry,DUMMY-G0080
212220,2026-08-03,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0081,2550,128,306,2422,10,unit,manual_entry,DUMMY-G0081
212220,2026-08-10,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0082,2550,128,306,2422,10,unit,manual_entry,DUMMY-G0082
212220,2026-08-18,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0083,2550,128,306,2422,10,unit,manual_entry,DUMMY-G0083
212220,2026-08-25,sale,secondary,GT,ENO-REG-5G,,DUMMY-BILL-G0084,2550,128,306,2422,10,unit,manual_entry,DUMMY-G0084
212220,2026-08-03,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0085,2670,134,320,2536,11,unit,manual_entry,DUMMY-G0085
212220,2026-08-10,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0086,2670,134,320,2536,11,unit,manual_entry,DUMMY-G0086
212220,2026-08-18,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0087,2670,134,320,2536,11,unit,manual_entry,DUMMY-G0087
212220,2026-08-25,sale,secondary,GT,SEN-FRESH-75,,DUMMY-BILL-G0088,2670,134,320,2536,11,unit,manual_entry,DUMMY-G0088
212220,2026-08-03,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0089,2790,140,335,2650,12,unit,manual_entry,DUMMY-G0089
212220,2026-08-10,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0090,2790,140,335,2650,12,unit,manual_entry,DUMMY-G0090
212220,2026-08-18,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0091,2790,140,335,2650,12,unit,manual_entry,DUMMY-G0091
212220,2026-08-25,sale,secondary,GT,CRO-ADV-15,,DUMMY-BILL-G0092,2790,140,335,2650,12,unit,manual_entry,DUMMY-G0092
212220,2026-08-03,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0093,2910,146,349,2764,13,unit,manual_entry,DUMMY-G0093
212220,2026-08-10,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0094,2910,146,349,2764,13,unit,manual_entry,DUMMY-G0094
212220,2026-08-18,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0095,2910,146,349,2764,13,unit,manual_entry,DUMMY-G0095
212220,2026-08-25,sale,secondary,GT,SEN-WHITE-75,,DUMMY-BILL-G0096,2910,146,349,2764,13,unit,manual_entry,DUMMY-G0096
212226,2026-08-05,sale,secondary,MT,ENO-REG-5G,DMART-BLR-01,DUMMY-BILL-G0097,1500,75,180,1425,7,unit,manual_entry,DUMMY-G0097
212226,2026-08-13,sale,secondary,MT,ENO-REG-5G,DMART-BLR-01,DUMMY-BILL-G0098,1500,75,180,1425,7,unit,manual_entry,DUMMY-G0098
212226,2026-08-21,sale,secondary,MT,ENO-REG-5G,DMART-BLR-01,DUMMY-BILL-G0099,1500,75,180,1425,7,unit,manual_entry,DUMMY-G0099
212226,2026-08-05,sale,secondary,MT,SEN-FRESH-75,DMART-BLR-01,DUMMY-BILL-G0100,1620,81,194,1539,8,unit,manual_entry,DUMMY-G0100
212226,2026-08-13,sale,secondary,MT,SEN-FRESH-75,DMART-BLR-01,DUMMY-BILL-G0101,1620,81,194,1539,8,unit,manual_entry,DUMMY-G0101
212226,2026-08-21,sale,secondary,MT,SEN-FRESH-75,DMART-BLR-01,DUMMY-BILL-G0102,1620,81,194,1539,8,unit,manual_entry,DUMMY-G0102
212226,2026-08-05,sale,secondary,MT,CRO-ADV-15,DMART-BLR-01,DUMMY-BILL-G0103,1740,87,209,1653,9,unit,manual_entry,DUMMY-G0103
212226,2026-08-13,sale,secondary,MT,CRO-ADV-15,DMART-BLR-01,DUMMY-BILL-G0104,1740,87,209,1653,9,unit,manual_entry,DUMMY-G0104
212226,2026-08-21,sale,secondary,MT,CRO-ADV-15,DMART-BLR-01,DUMMY-BILL-G0105,1740,87,209,1653,9,unit,manual_entry,DUMMY-G0105
212222,2026-08-05,sale,secondary,MT,ENO-REG-5G,DMART-_DL-01,DUMMY-BILL-G0106,1850,92,222,1758,8,unit,manual_entry,DUMMY-G0106
212222,2026-08-13,sale,secondary,MT,ENO-REG-5G,DMART-_DL-01,DUMMY-BILL-G0107,1850,92,222,1758,8,unit,manual_entry,DUMMY-G0107
212222,2026-08-21,sale,secondary,MT,ENO-REG-5G,DMART-_DL-01,DUMMY-BILL-G0108,1850,92,222,1758,8,unit,manual_entry,DUMMY-G0108
212222,2026-08-05,sale,secondary,MT,SEN-FRESH-75,DMART-_DL-01,DUMMY-BILL-G0109,1970,98,236,1872,9,unit,manual_entry,DUMMY-G0109
212222,2026-08-13,sale,secondary,MT,SEN-FRESH-75,DMART-_DL-01,DUMMY-BILL-G0110,1970,98,236,1872,9,unit,manual_entry,DUMMY-G0110
212222,2026-08-21,sale,secondary,MT,SEN-FRESH-75,DMART-_DL-01,DUMMY-BILL-G0111,1970,98,236,1872,9,unit,manual_entry,DUMMY-G0111
212222,2026-08-05,sale,secondary,MT,CRO-ADV-15,DMART-_DL-01,DUMMY-BILL-G0112,2090,104,251,1986,10,unit,manual_entry,DUMMY-G0112
212222,2026-08-13,sale,secondary,MT,CRO-ADV-15,DMART-_DL-01,DUMMY-BILL-G0113,2090,104,251,1986,10,unit,manual_entry,DUMMY-G0113
212222,2026-08-21,sale,secondary,MT,CRO-ADV-15,DMART-_DL-01,DUMMY-BILL-G0114,2090,104,251,1986,10,unit,manual_entry,DUMMY-G0114
